Rating	JobTitle	companyname	location	Estsal	Mediansal
3	Data and Policy Analyst - Statistical Programmer	Acumen –	"San Mateo, CA"	Est. Salary $63k-$88k	The median pay of $73k is:
4.4	Data Analyst	Swinerton Builders –	"Concord, CA"	Est. Salary $56k-$87k	The median pay of $71k is:
4.5	Data Analyst	Novation iQ –	"Lenexa, KS"	Est. Salary $40k-$58k	The median pay of $49k is:
2.9	Data Analyst	Engility –	"Bethesda, MD"	Est. Salary $83k-$113k	The median pay of $97k is:
4.5	Junior Data Analyst	ezCater –	"Boston, MA"	Est. Salary $39k-$56k	The median pay of $47k is:
3.4	Business Data Analyst	Pechanga Resort and Casino –	"Temecula, CA"	Est. Salary $48k-$76k	The median pay of $61k is:
3.4	Data/Business Analyst - HPS Finance	Humana –	"Louisville, KY"	Est. Salary $44k-$69k	The median pay of $55k is:
3.5	Data Analyst	Amdocs –	"Richardson, TX"	Est. Salary $52k-$75k	The median pay of $63k is:
3.3	Canteen Data Analyst Internship	Compass Group USA Inc –	"Charlotte, NC"	Est. Salary $31k-$41k	The median pay of $35k is:
4.3	"Data Analyst, Digital Programming"	NPR –	"Washington, DC"	Est. Salary $57k-$83k	The median pay of $69k is:
3.5	Data and Reporting Analyst	TSC Apparel –	"Cincinnati, OH"	Est. Salary $35k-$53k	The median pay of $43k is:
3.5	Data Analyst	Kelly Mitchell Group –	"Woonsocket, RI"		
3.9	Data Base Analyst II	University of Alabama at Birmingham –	"Birmingham, AL"		
5	Data Analyst	Arkatechture –	"Portland, ME"	Est. Salary $38k-$53k	The median pay of $45k is:
3.6	Data Analyst	Navihealth –	"Newton, MA"	Est. Salary $57k-$81k	The median pay of $68k is:
4.3	Data Analyst - Data Analyst	CoreInformation Technology –	"Englewood, CO"	Est. Salary $43k-$60k	The median pay of $50k is:
3.3	Canteen Data Analyst Internship	Compass Group USA Inc –	"Charlotte, NC"	Est. Salary $31k-$41k	The median pay of $35k is:
3.5	Data Analyst	Amdocs –	"Richardson, TX"	Est. Salary $52k-$75k	The median pay of $63k is:
4.3	"Data Analyst, Digital Programming"	NPR –	"Washington, DC"	Est. Salary $57k-$83k	The median pay of $69k is:
3.5	Data and Reporting Analyst	TSC Apparel –	"Cincinnati, OH"	Est. Salary $35k-$53k	The median pay of $43k is:
5	Data Analyst	Arkatechture –	"Portland, ME"	Est. Salary $38k-$53k	The median pay of $45k is:
3.5	Data Analyst	Kelly Mitchell Group –	"Woonsocket, RI"		
4.3	Data Analyst - Data Analyst	CoreInformation Technology –	"Englewood, CO"	Est. Salary $43k-$60k	The median pay of $50k is:
3.9	Data Base Analyst II	University of Alabama at Birmingham –	"Birmingham, AL"		
3.4	Data Governance Analyst	Cobank –	"Denver, CO"		
3.6	Data Analyst	Navihealth –	"Newton, MA"	Est. Salary $57k-$81k	The median pay of $68k is:
4	Data Analyst	P3 –	"Des Moines, IA"	Est. Salary $32k-$48k	The median pay of $39k is:
3.6	Data Analyst	"PDS Tech, Inc. –"	"Menlo Park, CA"		
5	Data Analyst	CRG –	"Charlotte, NC"	Est. Salary $44k-$84k	The median pay of $62k is:
3.3	Data Analyst	Rise Interactive –	"Chicago, IL"	Est. Salary $41k-$60k	The median pay of $50k is:
4.6	Data Analyst	Compass Consulting Group –	"Thousand Oaks, CA"		
4.1	Data Analyst	VDart Inc –	"Redmond, WA"	Est. Salary $49k-$71k	The median pay of $60k is:
3.9	Senior Data Analyst	Qualtrics –	"Provo, UT"	Est. Salary $55k-$78k	The median pay of $65k is:
3.8	Data Analyst	Oak Ridge Associated Universities –	"Rockville, MD"	Est. Salary $55k-$78k	The median pay of $65k is:
4	Data Analyst	University of Pittsburgh –	"Pittsburgh, PA"	Est. Salary $42k-$63k	The median pay of $51k is:
2.8	Data Analyst	Catalina Marking Saint Petersburg –	"Saint Petersburg, FL"	Est. Salary $47k-$69k	The median pay of $57k is:
2.7	Data Analyst	AlohaCare –	"Honolulu, HI"	Est. Salary $36k-$50k	The median pay of $42k is:
4.3	Business Data Analyst	The Ascent Services Group –	"Pleasanton, CA"		
4.2	Data Analyst	Doximity –	"San Francisco, CA"	Est. Salary $77k-$112k	The median pay of $95k is:
3.8	Data Analyst	UCSF –	"San Francisco, CA"	Est. Salary $107k-$148k	The median pay of $125k is:
1.8	Data Analyst	Spartan Resources –	"Herndon, VA"	Est. Salary $48k-$72k	The median pay of $59k is:
4.2	Data Analyst	Handshake-Stryder –	"San Francisco, CA"	Est. Salary $53k-$78k	The median pay of $65k is:
3.2	Data Scientist/Systems Analyst	WSP –	"Seattle, WA"	Est. Salary $94k-$139k	The median pay of $115k is:
4.5	Data Analyst	Healthcare Support –	"Las Vegas, NV"		
3.5	Data Analyst	Talkdesk –	"San Francisco, CA"	Est. Salary $54k-$80k	The median pay of $66k is:
3.2	Data Analyst	Doctor's Hospital at Renaissance –	"Edinburg, TX"	Est. Salary $34k-$48k	The median pay of $40k is:
3.5	Sr Data Analyst	TIAA –	"Charlotte, NC"	Est. Salary $85k-$114k	The median pay of $98k is:
3.8	Data Analyst	PlayPhone –	"San Mateo, CA"	Est. Salary $43k-$68k	The median pay of $54k is:
4.7	Data Analyst	Sensor Tower –	"San Francisco, CA"	Est. Salary $53k-$78k	The median pay of $65k is:
3.4	Data Analyst	"Latitude, Inc. –"	"Baltimore, MD"		
3.7	Data Analyst I	ASRC Federal Holding Company –	"Wright Patterson AFB, OH"	Est. Salary $50k-$70k	The median pay of $60k is:
3.3	Data Analyst	Rakuten Marketing –	"Tampa, FL"	Est. Salary $42k-$62k	The median pay of $51k is:
3.3	Health Data Analyst	Johns Hopkins Health Care –	"Glen Burnie, MD"	Est. Salary $48k-$68k	The median pay of $57k is:
4.1	Data Analyst	Knewton –	"New York, NY"	Est. Salary $65k-$100k	The median pay of $82k is:
2.6	Marketing Data Analyst	Thomas Publishing Company LLC –	"New York, NY"	Est. Salary $38k-$57k	The median pay of $46k is:
4.1	Data Analyst	Alarm.com –	"Tyson's Corner, Fairfax, VA"	Est. Salary $35k-$51k	The median pay of $43k is:
	Data Analyst	"Allied 100, LLC –"	"Madison, WI"	Est. Salary $43k-$61k	The median pay of $51k is:
3.9	Data Analyst	Columbia University –	"New York, NY"	Est. Salary $44k-$70k	The median pay of $57k is:
3.9	DATA SCIENCE ANALYST	Moffitt Cancer Center –	"Tampa, FL"		
	Data Analyst	Tempus –	"Chicago, IL"	Est. Salary $45k-$85k	The median pay of $63k is:
2.7	Data Analyst	QuinStreet –	"Foster City, CA"	Est. Salary $60k-$87k	The median pay of $72k is:
3.8	DATA ANALYST	Login Consulting Services Inc. –	"Thousand Oaks, CA"	Est. Salary $57k-$90k	The median pay of $72k is:
3.3	Data Analyst	"Jumpstart, Inc. –"	"Cleveland, OH"	Est. Salary $41k-$59k	The median pay of $50k is:
3.3	Data Analyst	Southwest Florida Water Management District –	"Brooksville, FL"	Est. Salary $38k-$57k	The median pay of $47k is:
4.6	Marketing Data Analyst ❯❯	Promontory Interfinancial Network –	"Arlington, VA"	Est. Salary $37k-$56k	The median pay of $45k is:
2.7	Data Analyst	Brookdale Senior Living –	"Nashville, TN"	Est. Salary $45k-$63k	The median pay of $53k is:
2.6	Data Analyst	Liquidity Services –	"Houston, TX"	Est. Salary $48k-$71k	The median pay of $58k is:
3.2	DATA ANALYST	Cooper University Hospital –	"Camden, NJ"	Est. Salary $44k-$62k	The median pay of $53k is:
3.9	Data Analyst	Emory University –	"Atlanta, GA"	Est. Salary $33k-$48k	The median pay of $40k is:
4	Lead Data Analyst	BBG Management –	"Cambridge, MA"	Est. Salary $57k-$83k	The median pay of $69k is:
3.1	Clinical Research Data Analyst	General Dynamics –	"Silver Spring, MD"	Est. Salary $94k-$159k	The median pay of $122k is:
4.9	Data Analyst	CB Insights –	"New York, NY"	Est. Salary $50k-$77k	The median pay of $62k is:
2.6	Data Analyst	FocusKPI Inc. –	"San Jose, CA"	Est. Salary $44k-$68k	The median pay of $55k is:
3.9	Data Insight Analyst	HomeAway –	"Austin, TX"		
4.3	Data Analyst	"Hired by Matrix, Inc. –"	"Stamford, CT"		
3.3	Data Analyst	AppleOne –	"Oakland, CA"	Est. Salary $54k-$85k	The median pay of $69k is:
4	Data Analyst	York Solutions LLC –	"Minnetonka, MN"	Est. Salary $50k-$73k	The median pay of $60k is:
4.6	Marketing Data Analyst ❯❯	Promontory Interfinancial Network –	"Arlington, VA"	Est. Salary $37k-$56k	The median pay of $45k is:
2.7	Data Analyst	Brookdale Senior Living –	"Nashville, TN"	Est. Salary $45k-$63k	The median pay of $53k is:
3.3	Data Analyst	Southwest Florida Water Management District –	"Brooksville, FL"	Est. Salary $38k-$57k	The median pay of $47k is:
4.3	Data Analyst	"Hired by Matrix, Inc. –"	"Stamford, CT"		
4.9	Data Analyst	CB Insights –	"New York, NY"	Est. Salary $50k-$77k	The median pay of $62k is:
4	Lead Data Analyst	BBG Management –	"Cambridge, MA"	Est. Salary $57k-$83k	The median pay of $69k is:
3.8	IT Data Analyst Intern	EMC –	"Hopkinton, MA"	Est. Salary $68k-$100k	The median pay of $83k is:
2.6	Data Analyst	FocusKPI Inc. –	"San Jose, CA"	Est. Salary $44k-$68k	The median pay of $55k is:
3.5	Data & Document Analyst	UBS –	"Nashville, TN"		
4	Data Analyst	US Army –	"Rockville, MD"	Est. Salary $62k-$87k	The median pay of $73k is:
3.9	Data Insight Analyst	HomeAway –	"Austin, TX"		
4.2	Statistical Analyst Data Modeler	"Title Source, Inc. –"	"Detroit, MI"	Est. Salary $43k-$60k	The median pay of $50k is:
1	Data Analyst	Ibiztek Solutions –	"Birmingham, AL"	Est. Salary $45k-$66k	The median pay of $54k is:
4.3	Data Analyst	Trace Systems –	"Reston, VA"	Est. Salary $65k-$92k	The median pay of $77k is:
3.2	DATA ANALYST	Cooper University Hospital –	"Camden, NJ"	Est. Salary $44k-$62k	The median pay of $53k is:
4	Data Analyst	"Eminent Technology Solutions, Inc. –"	"Peachtree City, GA"	Est. Salary $48k-$69k	The median pay of $58k is:
3.3	Data Analyst	AppleOne –	"Oakland, CA"	Est. Salary $54k-$85k	The median pay of $69k is:
4	Data Analyst	York Solutions LLC –	"Minnetonka, MN"	Est. Salary $50k-$73k	The median pay of $60k is:
3.1	Data Analyst	Luxe Valet –	"San Francisco, CA"	Est. Salary $57k-$84k	The median pay of $71k is:
2.6	Data Analyst	Netsmart –	"Overland Park, KS"	Est. Salary $47k-$68k	The median pay of $57k is:
3.3	Data Analyst	ACT –	"Iowa City, IA"	Est. Salary $40k-$61k	The median pay of $50k is:
3.4	Sr. Data Integrity Analyst	Takeda Pharmaceuticals –	"Deerfield, IL"	Est. Salary $72k-$109k	The median pay of $88k is:
4.6	Entry Level Data Analyst Contract	Russell Tobin –	"Columbus, OH"		
4.5	Data Analyst	US LBM Holdings –	"Hammonton, NJ"	Est. Salary $44k-$63k	The median pay of $53k is:
3.4	Data Analyst - Media Purchasing	Domino's –	"Ann Arbor, MI"	Est. Salary $40k-$54k	The median pay of $46k is:
3.6	"Asset Management, GIM, Account Reference and Data Analyst"	JPMorgan Chase & Co. –	"Newark, DE"	Est. Salary $53k-$96k	The median pay of $72k is:
	Data Analyst	Soluta Inc. –	"Austin, TX"	Est. Salary $45k-$67k	The median pay of $55k is:
4.7	Data Analyst	Leading Path Consulting –	United States	Est. Salary $37k-$55k	The median pay of $46k is:
3.4	"Data Management Analyst-Mufreesboro, TN"	McKesson –	"Murfreesboro, TN"	Est. Salary $43k-$63k	The median pay of $52k is:
3.2	Data Analyst	Kum & Go –	"West Des Moines, IA"	Est. Salary $36k-$52k	The median pay of $44k is:
4.1	Data Analyst	KBRwyle –	"Lexington Park, MD"	Est. Salary $51k-$94k	The median pay of $70k is:
2.2	Data Analyst	Chromalloy Gas Turbine –	"Palm Beach Gardens, FL"	Est. Salary $50k-$74k	The median pay of $61k is:
3.8	Sr Data Analyst	Egencia –	"Bellevue, WA"	Est. Salary $75k-$108k	The median pay of $91k is:
3.5	Data Analyst	Leo Burnett –	"Chicago, IL"	Est. Salary $48k-$68k	The median pay of $58k is:
3.3	Data Analyst	GE Energy Connections –	"Houston, TX"	Est. Salary $52k-$76k	The median pay of $63k is:
3.4	Data Center Support Analyst I	Contegix –	"Wyomissing, PA"	Est. Salary $33k-$48k	The median pay of $39k is:
3.6	Data Analyst	ANALYTICA –	"Charlottesville, VA"	Est. Salary $41k-$60k	The median pay of $50k is:
2.7	Data Analyst	"MCPc, Inc. –"	"Cleveland, OH"	Est. Salary $56k-$79k	The median pay of $66k is:
3.3	Data Analyst	Publicis –	"Chicago, IL"	Est. Salary $51k-$73k	The median pay of $61k is:
3.5	Quality Data Analyst	Anne Arundel Medical Center –	"Annapolis, MD"	Est. Salary $46k-$65k	The median pay of $55k is:
3.2	Data Analyst	SharkNinja –	"Newton, MA"	Est. Salary $60k-$89k	The median pay of $73k is:
3.1	Data Analyst	Verisk Analytics –	"Houston, TX"	Est. Salary $43k-$62k	The median pay of $52k is:
4.7	Data Analyst	Intent Media –	"New York, NY"	Est. Salary $66k-$100k	The median pay of $82k is:
2.5	Data Analyst	DISH Network Corporation –	"New York, NY"	Est. Salary $53k-$83k	The median pay of $66k is:
2.6	Data Analyst	Fidelitone –	"Wauconda, IL"	Est. Salary $46k-$67k	The median pay of $56k is:
5	Data Analyst	"Celerity Systems, Inc. –"	"Richmond, VA"	Est. Salary $52k-$73k	The median pay of $62k is:
4.6	Data Analyst	Healthcare Association of New York State –	"Hauppauge, NY"	Est. Salary $42k-$60k	The median pay of $50k is:
4.3	Data Analyst	Stanford University –	"Stanford, CA"	Est. Salary $55k-$87k	The median pay of $70k is:
3.5	Data Analyst Internship – 2017 Technology Internship Program	Liberty Mutual –	"Portsmouth, NH"	Est. Salary $66k-$96k	The median pay of $80k is:
3.2	Data Integrity Analyst	iHeartMedia Inc. –	"San Antonio, TX"	Est. Salary $37k-$61k	The median pay of $50k is:
3.5	Tax Data Analyst	Vertex (Pennsylvania) –	"Berwyn, PA"	Est. Salary $47k-$66k	The median pay of $56k is:
3	Data Analyst	Starpoint Solutions –	"Charlotte, NC"		
4.6	Data Analyst	H2 Performance Consulting –	"Albuquerque, NM"	Est. Salary $42k-$61k	The median pay of $51k is:
3.5	Data Center Analyst	Self Regional Healthcare –	"Greenwood, SC"		
3.5	"Analyst Summer Intern Data, Informatics and Analytics"	St. Joseph Mercy Hospital –	"Boise, ID"		
3.5	Data Analyst	VEDICSOFT INDIA PRIVATE LIMITED –	"Baltimore, MD"	Est. Salary $55k-$78k	The median pay of $65k is:
2.7	Data Analyst	Arch Systems –	"Baltimore, MD"	Est. Salary $58k-$83k	The median pay of $70k is:
5	Quantitative Data Analyst	NuFit Media –	"Cambridge, MA"	Est. Salary $49k-$75k	The median pay of $61k is:
3.5	Data Analyst	"BLH Technologies, Inc. –"	"Rockville, MD"	Est. Salary $57k-$80k	The median pay of $68k is:
4.2	Business Data Analyst (SQL)	Odesus –	"Malibu, CA"		
3.4	Data Analyst	IntelliSoft Technologies –	"Plano, TX"	Est. Salary $67k-$93k	The median pay of $79k is:
3.9	Data Warehouse Analyst	Blue Cross and Blue Shield of Louisiana –	"Baton Rouge, LA"	Est. Salary $59k-$87k	The median pay of $72k is:
	Data Analyst	The Variable –	"Winston-Salem, NC"	Est. Salary $39k-$55k	The median pay of $46k is:
3.3	Data Analyst Intern	Clayton Homes –	"Maryville, TN"	Est. Salary $32k-$47k	The median pay of $40k is:
4.4	Senior Data Analyst	Healthline Media –	"San Francisco, CA"	Est. Salary $70k-$101k	The median pay of $85k is:
2.5	Data Analyst	krg technology inc –	"Redmond, WA"		
3.7	Business Data Analyst Intern	CheapOair –	"New York, NY"	Est. Salary $36k-$56k	The median pay of $45k is:
3	Data Analyst	Chicago Public Schools –	"Chicago, IL"	Est. Salary $55k-$81k	The median pay of $67k is:
4.5	Data Analyst	Keyot –	"Dallas, TX"	Est. Salary $46k-$68k	The median pay of $56k is:
2.7	Data Analyst	Matchpoint Solutions –	"Plano, TX"	Est. Salary $51k-$77k	The median pay of $63k is:
5	Data Analyst	Quantopian –	"Boston, MA"	Est. Salary $48k-$91k	The median pay of $67k is:
3.7	Data Analyst	MFA Boston –	"Boston, MA"	Est. Salary $43k-$67k	The median pay of $54k is:
3.7	Accenture Analytics - Data Science Analyst	Accenture –	"Seattle, WA"	Est. Salary $68k-$108k	The median pay of $87k is:
4.3	Data Analyst	Beacon Hill Staffing Group –	"Saint Louis, MO"		
3.5	Junior Big Data Analyst	Transunion –	"Chicago, IL"	Est. Salary $43k-$59k	The median pay of $51k is:
3.6	Data Analyst	Telesphere –	"Holmdel, NJ"	Est. Salary $52k-$79k	The median pay of $64k is:
3.1	"Senior Data Analyst, Catalog"	Instacart –	"San Francisco, CA"	Est. Salary $99k-$145k	The median pay of $120k is:
2.9	Operations Data Analyst	CSRA –	"San Antonio, TX"	Est. Salary $51k-$69k	The median pay of $59k is:
2.3	DATA ANALYST	IXIS –	"Burlington, VT"	Est. Salary $39k-$57k	The median pay of $48k is:
5	Data Scientist or Analyst (Big Data Modeling)	KORE1 Technologies –	"Irvine, CA"	Est. Salary $84k-$125k	The median pay of $103k is:
3	Data and Policy Analyst – Department of Justice (DOJ) Data Visualization Track	Acumen –	"Burlingame, CA"	Est. Salary $56k-$82k	The median pay of $68k is:
3.4	Data Operations Analyst	Havas Edge –	"Carlsbad, CA"	Est. Salary $33k-$50k	The median pay of $41k is:
3.3	Data Analyst	Texas Comptroller of Public Accounts –	"Austin, TX"	Est. Salary $50k-$74k	The median pay of $61k is:
3.7	Business Data Analyst - Senior Consultant	Clarity Insights –	United States	Est. Salary $87k-$129k	The median pay of $104k is:
5	Data Analyst	PatientPing –	"Boston, MA"	Est. Salary $45k-$66k	The median pay of $55k is:
4	Product Data Analyst	MX –	"Lehi, UT"	Est. Salary $47k-$69k	The median pay of $58k is:
3.9	"Healthcare Data Analyst III - Rockville, MD"	Kaiser Permanente –	"Rockville, MD"	Est. Salary $61k-$91k	The median pay of $74k is:
3.7	Data Analyst	Great American Insurance Co. –	"Dallas, TX"	Est. Salary $53k-$78k	The median pay of $64k is:
4.7	Data Analyst	LovePop –	"Boston, MA"	Est. Salary $42k-$62k	The median pay of $51k is:
2.9	Data Analyst	Vencore –	"Reston, VA"	Est. Salary $55k-$78k	The median pay of $66k is:
3.6	Healthcare Data Analyst	Benefitfocus –	"Charleston, SC"	Est. Salary $58k-$80k	The median pay of $69k is:
4.4	"Google Data Scientist / Quantitative Analyst, Engineering"	Google –	"Salt Lake City, UT"	Est. Salary $87k-$127k	The median pay of $105k is:
4.2	Data Analyst	San Luis Obispo –	"San Luis Obispo, CA"	Est. Salary $38k-$58k	The median pay of $47k is:
3.2	Senior Data & Tagging Analyst	QVC –	"West Chester, PA"		
	Data Analyst	Endevis –	"Farmington Hills, MI"	Est. Salary $43k-$81k	The median pay of $60k is:
3.5	Data Analyst	Cheapcaribbean.com –	"Dallas, TX"	Est. Salary $53k-$79k	The median pay of $65k is:
3.4	Data Analyst	Leidos –	"Norfolk, VA"	Est. Salary $44k-$65k	The median pay of $53k is:
3.5	Data Analyst	Tata Consultancy Services –	"Northbrook, IL"	Est. Salary $62k-$86k	The median pay of $73k is:
3.8	Sr. Data Analyst	Capital One –	"Chicago, IL"	Est. Salary $70k-$90k	The median pay of $78k is:
3.9	Health Services Data Analyst	Sharp HealthCare –	"San Diego, CA"	Est. Salary $59k-$83k	The median pay of $70k is:
3.7	Business Analyst- Enterprise Data & BI	Esri –	"Redlands, CA"	Est. Salary $60k-$95k	The median pay of $77k is:
4.3	Product Data Analyst	ShareThis –	"Palo Alto, CA"	Est. Salary $82k-$123k	The median pay of $101k is:
4	Data Analyst	PTP –	"Gold River, CA"	Est. Salary $43k-$63k	The median pay of $53k is:
3.9	Data Analyst	Team Velocity Marketing –	"Herndon, VA"	Est. Salary $43k-$62k	The median pay of $52k is:
4.8	"Data Analyst, Customer Support"	Looker –	"Santa Cruz, CA"	Est. Salary $36k-$54k	The median pay of $44k is:
3.6	Data Analyst	Edelman –	"Seattle, WA"	Est. Salary $45k-$66k	The median pay of $55k is:
5	Data Integrity Analyst	Pursuit Solutions –	"Parsippany, NJ"	Est. Salary $40k-$61k	The median pay of $50k is:
4.2	Data Analyst	BancVue –	"Austin, TX"	Est. Salary $39k-$57k	The median pay of $48k is:
4.1	Data and Reporting Analyst	Pepperdine University –	"Malibu, CA"	Est. Salary $56k-$82k	The median pay of $67k is:
4.2	Systems & Data Analyst	Oakland University –	"Rochester Hills, MI"	Est. Salary $38k-$57k	The median pay of $46k is:
